Name	Set	ImageFile	Rarity	Unique	CollectorsInfo	Type	Cost	Mission/DilemmaType	Span	Points	Quadrant	Affiliation	Icons	Staff	Keywords	Class	Species	Skills	Integrity/Range	Cunning/Weapons	Strength/Shields	Text
Worf Son of Mogh	R2	ST2E-EN06055	P	Y	6P055	Personnel	2					Klingon	[Cmd]				Klingon	2 Honor Officer Physics 2 Security	8	5	8	When you play this personnel, each opponent draws a card.
Jean-Luc Picard Galen	R2	ST2E-EN06056	P	Y	6P056	Personnel	3					Non-Aligned	[Cmd]		Commander: Fortune. Thief. 		Human	Anthropology Archaeology Leadership Science	6	6	6	While an artifact is in your discard pile, each of your Smuggler personnel and Thief personnel is attributes +1.
Vina Orion Slave Girl	R2	ST2E-EN06057	P	Y	6P057	Personnel	2					Non-Aligned	[AU]				Orion	Honor	6	4	3	Order - This personnel gains any one skill of your choice.  She keeps that skill until this order is executed again.
Deanna Troi Major Rakal	R2	ST2E-EN06058	P	Y	6P058	Personnel	2					Romulan	[Cmd]				Betazoid/Human	Anthropology Telepathy	6	5	4	While this personnel is present with a [Rom] Dissident personnel, she is attributes +1 and gains Intelligence, Leadership and Security.
Mendak Duplicitous Admiral	R2	ST2E-EN06059	P	Y	6P059	Personnel	3					Romulan	[Cmd]		Admiral. Commander: Devoras. 		Romulan	Exobiology Intelligence Leadership Officer Transporters Treachery	3	7	6	While each of your non-headquarters missions is not a [Rom] mission, you may attempt each of them using your [Rom] personnel.
Kira Nerys The Intendant	FT	ST2E-EN05022	P	Y	5P022	Personnel	3					Bajoran	[Cmd][AU]				Bajoran	Exobiology Intelligence Leadership Transporters 2 Treachery	2	6	5	Order - Remove a card in your discard pile from the game to download a copy of that card.  You may do this only once each turn.
Kira Taban Husband and Father	FT	ST2E-EN05023	P	Y	5P023	Personnel	2					Bajoran	[Stf][Pa]		Bajoran Resistance. 		Bajoran	Biology Honor Medical Physics	6	5	5	When you play this personnel, if you have a lower score than each of your opponents, score 5 points.
Dukat Prefect of Bajor	FT	ST2E-EN05024	P	Y	5P024	Personnel	3					Cardassian	[Cmd][Pa]		Gul. 		Cardassian	Diplomacy Exobiology Leadership Officer 2 Treachery	2	6	6	When this personnel or a [Car] personnel present is about to be stopped by a dilemma, you may discard a non-[Car] personnel from hand to prevent that.  You may do this only once each turn.
Elim Garak First Officer of Terok Nor	FT	ST2E-EN05025	P	Y	5P025	Personnel	2					Cardassian	[Stf][AU]				Cardassian	Biology Officer Programming Security 2 Treachery	2	6	6	When a personnel at this mission is about to be stopped by a dilemma, you may kill your captive to prevent that.
Borath Subconscious Projection	FT	ST2E-EN05026	P	Y	5P026	Personnel	4					Dominion	[Cmd][AU]		Founder. 		Vorta	Diplomacy Leadership Medical Programming Treachery	4	6	4	Order - Stop your Jem'Hadar present to reveal the top card of your deck and an opponent's deck.  If they are the same card type, draw yours and discard the opponent's
Founder Agitator Elusive Assassin	FT	ST2E-EN05027	P	Y	5P027	Personnel	2					Dominion	[Stf]		Assassin. Founder. Infiltrator. Shape-shifter. 		Changeling	Physics Science Security 2 Treachery	2	6	6	Order - Return this personnel to his owner's hand to return one opponent's non-unique personnel present to his or her owner's hand for each headquarters mission that opponent commands.
James T. Kirk Living Legend	FT	ST2E-EN05028ab	P	Y	5P028	Personnel	4					Federation	[Cmd][E][Pa]				Human	2 Honor Leadership	7	6	5	While this personnel is facing a dilemma that has requirements you cannot meet, you may kill this personnel to prevent and overcome that dilemma.
Tasha Yar Tactical Officer	FT	ST2E-EN05029	P	Y	5P029	Personnel	3					Federation	[Stf][TNG][AU]				Human	Engineer Honor Leadership Security	7	5	6	While this personnel is attempting a mission, you may place her on top of her owner's deck to prevent one of your personnel present from being stopped by dilemmas until the end of this turn.
Worf First Officer	FT	ST2E-EN05030	P	Y	5P030	Personnel	3					Federation	[Cmd][TNG][AU]				Klingon	Honor Leadership Navigation Officer	7	5	8	While this personnel is facing a dilemma, you may discard two cards from hand to exchange a [TNG] personnel you own present with a [TNG] personnel who has the same cost from your hand.
Korath Duplicitous Tinkerer	FT	ST2E-EN05031a	P	Y	5P031	Personnel	4					Klingon	[Cmd][Fut]		High Council Member. 		Klingon	Diplomacy Engineer Leadership Physics	4	6	7	When you are about to play a non-Hand Weapon equipment, you may play it at cost +2 to destroy an opponent's event that has no cards on it.
Worf Regent of the Alliance	FT	ST2E-EN05032	P	Y	5P032	Personnel	3					Klingon	[Cmd][AU]		Chancellor. 		Klingon	Biology Leadership Officer 2 Treachery	2	5	8	While this personnel is facing a dilemma, you may discard a [Car] or [Kli] personnel from hand to make this personnel attributes +3 until the end of that dilemma.
Benjamin Sisko Outlaw	FT	ST2E-EN05033ab	P	Y	5P033	Personnel	3					Non-Aligned	[Cmd][AU]				Human	Acquisition Anthropology Biology Leadership Navigation	5	5	6	Order - Choose one for this personnel to gain: "Honor personnel present are Cunning +1"; or "Treachery personnel present are Cunning +1". This effect lasts until this order is executed again.
Daniels Temporal Enforcer	FT	ST2E-EN05034	P	Y	5P034	Personnel	3					Non-Aligned	[Stf][Fut]				Alien/Human	Anthropology Archaeology Engineer Intelligence Physics Security	6	6	6	When this personnel is killed, shuffle him into his owner's deck.
Miles O'Brien "Smiley"	FT	ST2E-EN05035	P	Y	5P035	Personnel	4					Non-Aligned	[Cmd][AU]				Human	Engineer Leadership Physics Transporters	5	6	6	When you play a ship at this mission, if you have played no other ships this turn, it is cost -1 for each of your Engineer personnel at this mission.
The Traveler Transcendent Explorer	FT	ST2E-EN05036	P	Y	5P036	Personnel	2					Non-Aligned	[Stf]				Alien	Anthropology Astrometrics Engineer Honor 2 Physics Science	6	8	3	When this personnel is stopped by a dilemma, place him on the bottom of his owner's deck.
Tomalak Irate Commander	FT	ST2E-EN05037	P	Y	5P037	Personnel	2					Romulan	[Cmd][AU]		Commander: Terix. 		Romulan	Diplomacy Exobiology Leadership Officer	4	6	7	At the start of each of your turns, you may stop your [Rom] personnel present to reveal the top card of each player's deck.
Benjamin Sisko Shipwright	X	ST2E-EN00006	P	Y	0P006	Personnel	4					Bajoran	[Cmd][DS9]		Commander: Baraka. 		Human	Anthropology Astrometrics Engineer Honor Navigation	7	6	6	While this personnel is aboard a [Baj] ship, it is Range +1.
Borg Queen Perfectionist	X	ST2E-EN00007	P	Y	0P007	Personnel	3					Borg	[Cmd]		Commander: Queen's Borg Cube. 		Borg	3 Leadership Treachery	3	8	6	While this personnel is facing a dilemma, each personnel you command but do not own cannot be stopped.
Dukat True Cardassian	X	ST2E-EN00008	P	Y	0P008	Personnel	3					Cardassian	[Cmd]		Commander: Naprem. 		Cardassian	Leadership Navigation Officer Programming Security	4	6	6	When an engagement involving this personnel ends, the ship he is aboard and each of your [Car] personnel aboard it are not stopped.  You cannot begin any other engagements this turn.
Kudak'Etan Arrogant First	X	ST2E-EN00009	P	Y	0P009	Personnel	3					Dominion	[Cmd]		Alpha. Commander: U.S.S. Defiant. 		Jem'Hadar	Astrometrics Leadership Navigation Officer	5	5	8	Order - Discard a Vorta from hand to place this personnel and any number of your Jem'Hadar present aboard a ship at the same mission.
Data Commanding Officer	X	ST2E-EN00010	P	Y	0P010	Personnel	5					Federation	[Cmd][E]		Commander: U.S.S. Sutherland. 		Android	Engineer Leadership Officer Physics Programming	6	10	10	Order - Discard a card from hand to name a card.  When an opponent plays that card, score 5 points.  This effect lasts until the start of your next turn.  You may do this only once each turn.
Jean-Luc Picard Starship Captain	X	ST2E-EN00011	P	Y	0P011	Personnel	3					Federation	[Cmd][TNG]		Commander: U.S.S. Enterprise-D. 		Human	Diplomacy Honor Law Leadership Navigation Officer	8	6	6	Order - This personnel loses Diplomacy, Law and Navigation and gains Anthropology, Archaeology and Science until the end of this turn.  You may do this only once each turn.
Gowron Sole Leader of the Empire	X	ST2E-EN00012	P	Y	0P012	Personnel	3					Klingon	[Cmd]		Chancellor. Commander: I.K.S. Bortas. 		Klingon	Honor Law 2 Leadership Security	6	5	8	When your Honor Klingon is about to be stopped or killed by a dilemma, you may discard a Treachery Klingon from hand to prevent that.  You may do this only once each turn.
Arctus Baran Treasure Seeker	X	ST2E-EN00013	P	Y	0P013	Personnel	2					Non-Aligned	[Cmd]		Commander: Fortune. Smuggler. Thief. 		Alien	Archaeology Officer Security Treachery	2	5	6	When this personnel uses a skill to complete a mission, you may download an Artifact card and place it in your core (if it is an event) or present with this personnel (if it is an equipment).
Velal Reluctant Aggressor	X	ST2E-EN00014	P	Y	0P014	Personnel	2					Romulan	[Cmd]		Commander: Rovaran. General. 		Romulan	Archaeology Leadership Officer Security	5	6	6	When the player on your right attempts this mission, if you command a Maneuver event, you may draw an extra dilemma and spend one extra in total cost on dilemmas.
Anneli	NE	ST2E-EN04099	C	N	4C099	Personnel	1					Bajoran	[Stf][DS9]				Bajoran	Astrometrics Biology Science	5	5	5	While you command an event in your core, this personnel is attributes +1.
Bareil Antos Opaka's Protector	NE	ST2E-EN04100	R	Y	4R100	Personnel	4					Bajoran			Vedek. 		Bajoran	Anthropology Diplomacy 2 Honor Leadership Programming	8	6	5	Order - Stop this personnel to download a card, then place that card in your discard pile.
Day Kannu Field Colonel	NE	ST2E-EN04101	U	Y	4U101	Personnel	2					Bajoran	[Cmd][DS9]				Bajoran	Engineer Officer Security Treachery	3	5	6	When you win combat involving this personnel, score 5 points.
Dukat Anjohl Tennan	NE	ST2E-EN04102	R	Y	4R102	Personnel	2					Bajoran	[Cmd]				Cardassian	Anthropology Archaeology Diplomacy Programming 2 Treachery	2	6	6	While this personnel is facing a dilemma, you may remove an Anthropology or Leadership personnel in your discard pile from the game to make this personnel attributes +1 until the end of this mission attempt.
Kira Meru Comfort Woman	NE	ST2E-EN04103	R	Y	4R103	Personnel	1					Bajoran	[Pa]				Bajoran	Anthropology Exobiology Geology	5	5	5	While this personnel is attempting a mission, you may lose 5 points to make her gain a skill on a [Baj] personnel in your discard pile until the end of that mission attempt.
Krim Thoughtful Tactician	NE	ST2E-EN04104	R	Y	4R104	Personnel	2					Bajoran	[Cmd][DS9]		Commander: Talnot. General. 		Bajoran	Astrometrics Honor Leadership Officer	6	6	6	Order - Lose 5 points and stop this personnel to name a dilemma.  Choose an opponent to take each copy of that dilemma from his or her dilemma pile, place them beneath your completed mission, then shuffle and replace his or her dilemma pile face down.
Kulan Militia Soldier	NE	ST2E-EN04105	C	Y	4C105	Personnel	2					Bajoran	[Stf]		Bajoran Resistance. 		Bajoran	Engineer Honor Navigation Transporters	6	5	5	When you play this personnel, for each event in your discard pile, he is cost -1.  While you have a Navigation personnel in your discard pile, this personnel gains Navigation.
Leeta Rebel Supporter	NE	ST2E-EN04106	R	Y	4R106	Personnel	0					Bajoran	[TN]		Dabo Girl. Dissident. 		Bajoran	Anthropology Honor	6	5	4	When you play this personnel, discard a card from hand.  While you have more than ten cards in your discard pile, each of your Dissident personnel present is attributes +1.
Razka Karn Scavenger	NE	ST2E-EN04107	C	Y	4C107	Personnel	2					Bajoran	[Stf]		Bajoran Resistance. Smuggler. Thief. 		Bajoran	Acquisition Archaeology Astrometrics Engineer Navigation	4	6	5	While this personnel is facing a dilemma, you may discard an event from hand to replace his Integrity with the Integrity of a [Baj] personnel in your discard pile until the end of that dilemma.
Solbor Faithful Attendant	NE	ST2E-EN04108	R	Y	4R108	Personnel	3					Bajoran			Prylar. 		Bajoran	Anthropology Exobiology Honor	7	5	3	When you complete a mission involving this personnel, if your Kai, other Prylar, or Vedek used a skill to complete it, score 5 points.
Surmak Ren Medical Administrator	NE	ST2E-EN04109	U	Y	4U109	Personnel	3					Bajoran			Bajoran Resistance. 		Bajoran	Biology Leadership Medical Programming Science	5	6	5	When you play this personnel, each opponent discards a card from hand for each headquarters mission he or she commands.
Treyam Militia Soldier	NE	ST2E-EN04110	C	Y	4C110	Personnel	2					Bajoran	[Stf]		Bajoran Resistance. 		Bajoran	Archaeology Medical Physics Programming	5	5	6	When you play this personnel, for each event in your discard pile, he is cost -1.  While you have a Medical personnel in your discard pile, this personnel gains Medical.
Defragmentation Drone	NE	ST2E-EN04111	C	N	4C111	Personnel	1					Borg	[Stf]		Drone. 		Borg	Physics Security	5	5	5	Order - Destroy an event in your core to draw cards equal to that event's cost.
Examination Drone	NE	ST2E-EN04112	C	N	4C112	Personnel	2					Borg	[Stf]		Drone. 		Borg	Anthropology Archaeology Astrometrics	5	5	5	When you play this personnel, choose an opponent.  You may draw a card for each headquarters mission he or she commands.
Facilitation Drone	NE	ST2E-EN04113	U	N	4U113	Personnel	2					Borg	[Stf]		Drone. 		Borg	Biology Geology Medical Programming	5	5	5	When you play this personnel, you may reveal up to three cards from the bottom of your deck.  As your next action, you may play one of those cards as if it were in your hand.  Those you do not play are placed in your discard pile.
Five of Twelve Secondary Adjunct of Trimatrix 942	NE	ST2E-EN04114	U	Y	4U114	Personnel	3					Borg	[Stf]		Drone. 		Borg	Anthropology Biology Engineer Navigation Programming	5	6	6	When you fail a mission attempt involving this personnel, he is not stopped.
Reconnaissance Drone	NE	ST2E-EN04115	U	N	4U115	Personnel	3					Borg	[Stf]		Drone. 		Borg	Exobiology Navigation Security Transporters	5	5	5	When you play this personnel, you may download a non-Drone personnel, then place that personnel on top of your deck.
Aamin Marritza Honorable Patriot	NE	ST2E-EN04116	U	Y	4U116	Personnel	2					Cardassian	[Stf]				Cardassian	2 Honor Programming	8	6	3	While this personnel is attempting a mission, you may discard an event from hand to make him gain a skill of your choice that he does not already have until the end of that mission attempt.  You may do this only once each turn.
Broca Grovelling Lackey	NE	ST2E-EN04117	U	Y	4U117	Personnel	3					Cardassian	[Cmd]		Legate. 		Cardassian	Archaeology Engineer Officer Transporters Treachery	4	5	5	Order - Discard a card from hand and reveal an event from hand to download a copy of that event.  You may do this only once each turn.
Hogue Student of Political Ethics	NE	ST2E-EN04118	C	Y	4C118	Personnel	1					Cardassian	[Stf]		Dissident. 		Cardassian	Honor Leadership Navigation	6	5	5	Order - Discard the top card of your deck to make this personnel gain Science until the end of this turn.  You may do this only once each turn.
Kira Nerys Iliana Ghemor	NE	ST2E-EN04119	R	Y	4R119	Personnel	1					Cardassian	[Stf]		Dissident. 		Bajoran	Honor Programming Security	6	6	6	Order - Lose 5 points and stop this personnel to download up to three Dissident personnel, then place them on a headquarters mission where they could be played.
Mila Trusted Confidante	NE	ST2E-EN04120	U	Y	4U120	Personnel	2					Cardassian			Dissident. 		Cardassian	Biology Honor Intelligence Medical	7	5	3	When an interrupt is played, you may kill this personnel to prevent that interrupt and place it in its owner's discard pile.
Odo Impartial Investigator	NE	ST2E-EN04121	R	Y	4R121	Personnel	3					Cardassian	[Stf][Pa]		Shape-shifter. 		Changeling	Anthropology Exobiology Honor Law Security	6	6	8	Order - If this personnel is at a non-headquarters mission, lose 5 points and stop him to place an opponent's non-Honor personnel present in your brig.
Rusot Proud Nationalist	NE	ST2E-EN04122	U	Y	4U122	Personnel	2					Cardassian	[Cmd]		Dissident. Gul. 		Cardassian	Biology Geology Officer Treachery	4	5	6	While you command more events in your core than each of your opponents, this personnel gains Leadership and Security.
Seskal Comrade in Arms	NE	ST2E-EN04123	U	Y	4U123	Personnel	2					Cardassian	[Cmd]		Dissident. Glinn. 		Cardassian	Anthropology Astrometrics Officer Science	5	5	6	While you command more events in your core than each of your opponents, this personnel cannot be stopped by dilemmas.
Toran Ambitious Brute	NE	ST2E-EN04124	R	Y	4R124	Personnel	3					Cardassian	[Cmd]		Assassin. Gul. 		Cardassian	Astrometrics Diplomacy Officer Physics 2 Treachery	2	5	6	Order - Discard a personnel from hand and return this personnel to his owner's hand to kill an opponent's personnel present who has a skill that discarded personnel has.
Amar'itak	NE	ST2E-EN04125	C	N	4C125	Personnel	2					Dominion	[Stf]				Jem'Hadar	Exobiology Geology Security	6	5	8	When you play this personnel, if you command a Vorta, choose an opponent.  You may draw a card for each headquarters mission he or she commands.
Founder Architect	NE	ST2E-EN04126	R	N	4R126	Personnel	2					Dominion			Founder. Shape-shifter. 		Changeling	Astrometrics Law	5	5	5	While this personnel is attempting a mission, he is attributes +1 for each event in each player's core (limit +5).
Leyton Founder Hostile Operative	NE	ST2E-EN04127	C	Y	4C127	Personnel	3					Dominion	[Cmd]		Founder. Infiltrator. Shape-shifter. 		Changeling	Biology Intelligence Leadership Officer Security Treachery	3	6	5	When you are about to play an Infiltration event, if this personnel is at an opponent's mission, that event is cost -1.
Luaran Cautious Inspector	NE	ST2E-EN04128	U	Y	4U128	Personnel	2					Dominion	[Cmd]				Vorta	Biology Engineer Physics Science Treachery	4	6	3	When you play this personnel, if you command a Jem'Hadar, you may draw a card for each space mission you command.
O'Brien Founder Agent Provocateur	NE	ST2E-EN04129	U	Y	4U129	Personnel	3					Dominion	[Stf]		Founder. Infiltrator. Shape-shifter. 		Changeling	Anthropology Astrometrics Engineer Intelligence Treachery	4	6	5	When you play this personnel, you may download an Infiltration card.
Odo Founder Adept Imposter	NE	ST2E-EN04130	R	Y	4R130	Personnel	2					Dominion	[Cmd]		Founder. Infiltrator. Shape-shifter. 		Changeling	Engineer Programming Security Treachery	3	6	8	When you are about to place an Infiltration card in your discard pile, if this personnel is present with an opponent's personnel, you may place that Infiltration card on top of your deck instead.
Rodak'koden	NE	ST2E-EN04131	C	N	4C131	Personnel	2					Dominion	[Stf]				Jem'Hadar	Honor Physics Security Transporters	6	5	8	When you play this personnel, if you command a Vorta, you may draw two cards, then discard three cards from hand (only discard two if you command an event in your core).
Weyoun Warship Commander	NE	ST2E-EN04132	U	Y	4U132	Personnel	2					Dominion	[Cmd]		Commander: Tenak'talar. 		Vorta	Leadership Navigation 2 Treachery	2	6	4	When an engagement involving your [Car] ship or [Dom] ship begins at this mission, if this personnel is aboard a ship, that ship may join that engagement.
Beverly Crusher Chief Physician	NE	ST2E-EN04133	R	Y	4R133	Personnel	2					Federation	[Cmd][TNG]				Human	Biology Exobiology 2 Medical	6	6	4	When this personnel is stopped by a dilemma, you may take a [TNG] personnel from your discard pile into hand.
Data Pinocchio	NE	ST2E-EN04134	R	Y	4R134	Personnel	5					Federation	[Cmd][TNG]				Android	Astrometrics Engineer Exobiology Officer Programming	6	10	10	When you play this personnel, name Anthropology, Navigation or Physics.  This personnel gains that skill.
Deanna Troi Ship's Counselor	NE	ST2E-EN04135a	U	Y	4U135	Personnel	2					Federation	[Stf][TNG]				Betazoid/Human	Anthropology Diplomacy Honor Telepathy	6	5	4	Order - If this personnel is present with an opponent's personnel, stop this personnel to examine that opponent's hand and choose a non-ship card to place on the bottom of his or her deck.
Dorian Collins Acting Chief Petty Officer	NE	ST2E-EN04136	C	Y	4C136	Personnel	1					Federation	[Stf][E]		Cadet. 		Human		6	5	4	While this personnel is facing a dilemma, she is attributes +1 and gains Anthropology, Engineer, Geology, Honor and Transporters.
Geordi La Forge Conn Officer	NE	ST2E-EN04137	U	Y	4U137	Personnel	1					Federation	[Stf][TNG]				Human	Astrometrics Navigation Officer	6	6	5	While this personnel is on a planet, he loses Astrometrics, Navigation and Officer and gains Engineer, Physics and Programming.
Guinan Listener	NE	ST2E-EN04138	R	Y	4R138	Personnel	3					Federation	[TNG]				El-Aurian	Anthropology Exobiology 2 Honor	8	7	4	When you play this personnel, each player scores 5 points.
Jadzia Dax Problem Solver	NE	ST2E-EN04139	R	Y	4R139	Personnel	3					Federation	[Stf][DS9]		Host. 		Trill	Astrometrics Physics Programming Science	6	7	6	When you are about to place an event in your discard pile, you may stop this personnel to place it on the bottom of your deck instead.
Jake Sisko Reporter Behind the Lines	NE	ST2E-EN04140	R	Y	4R140	Personnel	1					Federation	[TN]		Dissident. 		Human	Anthropology Biology Honor Programming	6	5	5	When you play this personnel, discard a card from hand.  When you play another Dissident personnel, you may make each player discard the top card of his or her deck.
Kalita Maquis Pilot	NE	ST2E-EN04141	U	Y	4U141	Personnel	2					Federation	[Cmd][Maq]				Human	Astrometrics Biology Navigation	5	6	5	When you play this personnel, you may place an opponent's event on top of its owner's deck.
Karen Farris Rigorous Leader	NE	ST2E-EN04142	C	Y	4C142	Personnel	1					Federation	[Cmd][E]		Cadet. 		Human		5	5	5	While this personnel is facing a dilemma, she is attributes +1 and gains Astrometrics, Engineer, Leadership, Officer, and Security.
Lenara Kahn Wormhole Theorist	NE	ST2E-EN04143	U	Y	4U143	Personnel	2					Federation	[Stf][E]		Host. 		Trill	Astrometrics Engineer Physics Science	5	6	4	When you play this personnel, you may examine the top four cards of your deck.  You may reveal one event and take it into hand.  Place the remaining cards on the bottom of your deck in any order.
Miles O'Brien Repair Chief	NE	ST2E-EN04144	U	Y	4U144	Personnel	3					Federation	[Stf][DS9]				Human	2 Engineer Honor Programming Transporters	7	6	5	When your event is about to be destroyed by an opponent, you may discard an event from hand to prevent that.
Riley Shepard Confident Cadet	NE	ST2E-EN04145	C	Y	4C145	Personnel	1					Federation	[Stf][E]		Cadet. 		Human		5	5	6	While this personnel is facing a dilemma, he is attributes +1 and gains Biology, 2 Navigation, Programming and Security.
Seth Matthews Red Squad Cadet	NE	ST2E-EN04146	C	Y	4C146	Personnel	0					Federation	[Stf][E]		Cadet. 		Human		5	5	5	While this personnel is facing a dilemma, he gains Exobiology and Science.
Tamal Technician	NE	ST2E-EN04147	C	Y	4C147	Personnel	2					Federation	[Stf][Maq]				Human	Anthropology Engineer Science	6	6	6	While this personnel is attempting a mission, you may discard a [Maq] Leadership personnel from hand to make a personnel present attributes +1 until the end of that mission attempt.
Tim Watters Valiant Captain	NE	ST2E-EN04148	U	Y	4U148	Personnel	1					Federation	[Cmd][E]		Cadet. Commander: U.S.S. Valiant. 		Human		5	5	6	While this personnel is facing a dilemma, he is attributes +1 and gains Diplomacy, 2 Leadership, Officer and Physics.
William T. Riker First Officer	NE	ST2E-EN04149	R	Y	4R149	Personnel	2					Federation	[Cmd][TNG]				Human	Anthropology Leadership Navigation Officer	6	6	6	When this personnel is about to be stopped by a dilemma, you may unstop one of your stopped [TNG] personnel present.  That personnel joins this mission attempt.
Worf Conn Officer	NE	ST2E-EN04150	U	Y	4U150	Personnel	3					Federation	[Stf][TNG]				Klingon	Honor Navigation Officer Security	7	5	8	Order - Destroy your event to exchange a dilemma beneath your mission with the top card of its owner's dilemma pile.
B'Etor Ambitious Renegade	NE	ST2E-EN04151	R	Y	4R151	Personnel	3					Klingon	[Cmd]				Klingon	Astrometrics Leadership Programming Science 2 Treachery	2	6	6	When you play this personnel, reveal cards from the top of your deck equal to the cost of an event in your core.  Take each Treachery personnel revealed into your hand.  Replace the remaining cards in the same order.
Jadzia Dax Sworn Ally	NE	ST2E-EN04152	R	Y	4R152	Personnel	3					Klingon	[Stf]		Host. 		Trill	Anthropology Diplomacy Physics Science	6	7	6	While this personnel is present with an Honor Klingon, she is attributes +1 and gains Honor.
K'Tal Senior Council Member	NE	ST2E-EN04153	C	Y	4C153	Personnel	2					Klingon			High Council Member. 		Klingon	Anthropology Diplomacy Law	6	4	6	When you play a Chancellor or High Council Member at this mission, you may download an event.
Lursa Ambitious Renegade	NE	ST2E-EN04154	R	Y	4R154	Personnel	2					Klingon	[Cmd]				Klingon	Engineer Leadership Navigation 2 Treachery	2	6	7	When you play this personnel, reveal cards from the top of your deck equal to the cost of an event in your core.  Take each Assault and Maneuver card revealed into your hand.  Replace the remaining cards in the same order.
